ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
Q14320,FAM50A,Protein FAM50A,31.4286,31.6335,32.2289,31.1974,29.8115,29.8415
Q14331,FRG1,Protein FRG1,30.55,30.2286,30.8357,30.469,29.9584,30.2853
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,30.6375,25.8536,28.6376,28.9769,29.2191,30.6165
Q14353,GAMT,Guanidinoacetate N-methyltransferase,31.4246,31.704,31.6554,28.2488,28.365,28.5462
Q14376,GALE,UDP-glucose 4-epimerase,31.9225,32.0402,32.2684,29.6368,30.0118,29.4734
Q14444,CAPRIN1,Caprin-1,34.0202,33.8699,33.8847,33.7679,33.8058,33.7396
Q14451,GRB7,Growth factor receptor-bound protein 7,27.3304,27.4348,29.5273,29.9483,25.7214,26.8261
Q14498,RBM39,RNA-binding protein 39,33.3061,33.4137,33.0891,33.474,33.398,33.4381
Q14511,NEDD9,Enhancer of filamentation 1,28.0675,27.8438,27.0948,24.6035,27.1964,27.4247
Q14517,FAT1,Protocadherin Fat 1,25.9892,26.2087,25.3075,26.7863,26.6586,26.8918
Q14534,SQLE,Squalene monooxygenase,28.958,28.5786,23.4121,30.298,30.8551,30.0164
Q14554,PDIA5,Protein disulfide-isomerase A5,31.1852,31.2722,30.9883,31.6586,31.899,31.8264
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,27.1648,27.8271,29.5022,26.2949,23.7418,24.9832
Q14562,DHX8,ATP-dependent RNA helicase DHX8,27.4724,26.506,25.5132,28.7484,28.2524,28.3309
Q14566,MCM6,DNA replication licensing factor MCM6,29.8385,30.2048,30.264,28.841,29.7954,29.8006
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2",27.2053,24.3027,25.2174,28.8043,29.5787,28.8732
Q14596,NBR1,Next to BRCA1 gene 1 protein,25.1897,25.8831,25.0867,26.5619,23.7855,27.0958
Q14643,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",25.6062,23.5331,25.2717,25.4034,27.0142,27.1426
Q14651,PLS1,Plastin-1,27.6068,24.737,26.3955,25.3534,25.6449,24.7859
Q14653,IRF3,Interferon regulatory factor 3,27.3865,27.6354,26.5714,25.8053,25.0706,24.0545
Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,31.2417,31.3988,30.9419,31.1986,31.4602,31.6675
Q14671,PUM1,Pumilio homolog 1,31.96,32.0238,31.9513,31.27,31.5854,31.1583
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,32.4968,32.4821,32.5118,33.15,32.9356,33.3539
Q14677,CLINT1,Clathrin interactor 1,32.8543,32.981,32.8015,31.8467,32.0031,32.4494
Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,28.4345,28.7674,29.1249,27.1661,28.4469,27.0376
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,33.2752,33.3234,33.21,33.3062,33.558,33.7266
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,33.8389,33.7906,33.8559,33.937,34.0546,34.2
Q14686,NCOA6,Nuclear receptor coactivator 6,27.0936,26.9532,25.4684,27.9797,27.5592,28.3252
Q14687,GSE1,Genetic suppressor element 1,28.0181,27.2258,27.182,26.7017,25.6549,25.3458
Q14690,PDCD11,Protein RRP5 homolog,29.9923,29.6139,29.0195,30.1414,30.0791,30.6114
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,30.7218,30.7226,32.4781,30.8674,30.6997,31.0007
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,32.4154,32.4249,32.4096,30.5032,30.8492,30.7142
Q14696,MESD,LRP chaperone MESD,32.5743,32.3797,32.4269,32.6924,32.7433,32.7365
Q14697,GANAB,Neutral alpha-glucosidase AB,34.9124,34.9005,34.9231,34.8203,35.081,34.879
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,30.1453,30.1417,30.1431,26.3242,27.9768,27.5304
Q14739,LBR,Lamin-B receptor,32.5212,32.331,32.4362,32.3044,32.7928,32.5258
Q14746,COG2,Conserved oligomeric Golgi complex subunit 2,25.1941,25.2447,25.0215,23.83,24.4872,25.1159
Q14764,MVP,Major vault protein,28.5696,28.1594,28.9471,26.1971,26.5481,26.1206
Q14789,GOLGB1,Golgin subfamily B member 1,32.0433,32.1451,31.7338,32.2351,32.5252,32.013
Q147X3,NAA30,N-alpha-acetyltransferase 30,26.0157,26.2951,26.8665,26.168,26.3138,24.9636
Q14807,KIF22,Kinesin-like protein KIF22,29.3837,29.166,28.5615,29.9332,29.9798,30.2618
Q14839,CHD4,Chromodomain-helicase-DNA-binding protein 4,32.2112,32.1175,32.1255,32.7134,32.8295,32.7234
Q14847,LASP1,LIM and SH3 domain protein 1,35.1788,35.2107,35.322,32.1486,33.1717,32.7034
Q14919,DRAP1,Dr1-associated corepressor,25.1233,25.9345,25.6999,25.2841,23.5896,25.3753
Q14966,ZNF638,Zinc finger protein 638,32.5262,32.4129,32.4633,32.5341,32.762,32.821
Q14974,KPNB1,Importin subunit beta-1,33.8259,33.9257,33.9576,33.7159,33.8635,33.5822
Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1,34.8026,34.7808,34.6339,34.4269,34.5906,34.8182
Q14980,NUMA1,Nuclear mitotic apparatus protein 1,34.7003,34.6673,34.552,35.528,35.5855,35.7441
Q14997,PSME4,Proteasome activator complex subunit 4,28.8485,29.6153,29.3504,28.4144,28.1613,27.6129
Q14999,CUL7,Cullin-7,25.5046,27.15,27.4392,26.0064,24.438,25.2033
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein,24.9807,26.3187,24.6433,27.3501,26.5709,26.7223
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,29.3783,29.2215,27.4506,24.5082,24.6662,24.5694
Q14CW9,ATXN7L3,Ataxin-7-like protein 3,25.7297,25.534,25.2761,25.6207,25.7539,25.745
Q14CX7,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",25.7847,24.7787,24.2576,25.111,24.347,26.3795
Q14CZ8,HEPACAM,Hepatocyte cell adhesion molecule,29.3608,28.2388,27.154,29.5063,28.7901,29.4652
Q15003,NCAPH,Condensin complex subunit 2,30.2719,29.7999,30.6511,27.5355,25.6204,25.1906
Q15004,PCLAF,PCNA-associated factor,26.2113,28.413,28.3375,28.5983,29.279,29.566
Q15005,SPCS2,Signal peptidase complex subunit 2,32.5735,32.309,32.484,32.7754,32.9584,32.8489
Q15006,EMC2,ER membrane protein complex subunit 2,29.0519,29.0473,29.089,30.039,29.5176,29.7752
Q15007,WTAP,Pre-mRNA-splicing regulator WTAP,30.2078,30.4586,30.6229,30.6215,30.794,30.833
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,32.4199,32.3017,32.3235,31.4418,31.5844,31.4517
Q15011,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,30.73,30.6159,30.4983,30.9173,31.2441,31.3236
Q15012,LAPTM4A,Lysosomal-associated transmembrane protein 4A,24.624,24.7114,24.2033,27.5264,29.6756,29.5541
Q15014,MORF4L2,Mortality factor 4-like protein 2,30.3067,30.2122,29.7959,28.824,29.4752,29.6057
Q15018,ABRAXAS2,BRISC complex subunit Abraxas 2,28.3617,29.2356,29.1331,25.8366,25.4079,24.9965
Q15019,2-Sep,Septin-2,33.2824,33.3521,33.3832,32.0646,32.2072,31.772
Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,32.2887,32.2905,32.4101,31.6007,32.0536,32.2801
Q15021,NCAPD2,Condensin complex subunit 1,29.2008,29.3745,29.0496,26.7713,27.6305,27.2251
Q15022,SUZ12,Polycomb protein SUZ12,28.2323,28.4801,28.2001,29.4602,29.0532,29.2813
Q15024,EXOSC7,Exosome complex component RRP42,26.9543,26.1258,26.9235,25.9808,28.224,28.981
Q15027,ACAP1,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",32.736,32.4275,32.5331,31.8164,31.6862,31.0318
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,31.0996,31.3592,31.2476,31.2901,31.9777,31.285
Q15031,LARS2,"Probable leucine--tRNA ligase, mitochondrial",27.8791,28.1163,27.987,29.3808,29.1988,28.7984
Q15035,TRAM2,Translocating chain-associated membrane protein 2,29.6093,29.5546,29.465,27.2783,30.3039,30.4147
Q15036,SNX17,Sorting nexin-17,25.3788,26.2368,25.4881,26.6681,26.6908,26.1833
Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,30.4047,30.2076,30.3246,30.353,30.97,30.5792
Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,28.1529,28.0734,28.486,26.3784,27.2892,24.8516
Q15043,SLC39A14,Zinc transporter ZIP14,30.481,30.6473,30.311,31.324,31.7647,31.3712
Q15046,KARS,Lysine--tRNA ligase,33.6744,33.6921,33.7711,32.4659,33.1192,33.0105
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,27.6445,27.9632,28.1534,29.0632,30.1328,29.7093
Q15054,POLD3,DNA polymerase delta subunit 3,28.6268,28.7837,28.3201,26.4152,26.6089,26.8577
Q15056,EIF4H,Eukaryotic translation initiation factor 4H,34.8372,34.7476,34.9572,32.6286,32.6579,32.715
Q15058,KIF14,Kinesin-like protein KIF14,26.5409,25.4034,25.6427,23.8,25.5125,25.9943
Q15059,BRD3,Bromodomain-containing protein 3,30.1958,30.4393,30.149,29.8226,29.8755,30.1245
Q15061,WDR43,WD repeat-containing protein 43,29.7012,28.0572,28.9014,29.2326,29.4432,29.1511
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,33.9423,33.8114,33.9307,34.1379,34.259,34.2747
Q15075,EEA1,Early endosome antigen 1,33.4922,32.9784,33.4485,33.5866,33.8669,33.6502
Q15084,PDIA6,Protein disulfide-isomerase A6,37.5027,37.5045,37.628,37.5717,37.8448,37.6526
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma,32.1529,32.4009,32.431,29.1355,29.5066,28.7821
Q15118,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",26.1266,29.7891,29.6948,27.6682,27.2631,28.9103
Q15119,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",24.4707,25.2916,24.8033,26.0979,26.6138,25.0892
Q15125,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",31.8804,31.6519,31.6534,31.7314,31.7587,31.6421
Q15126,PMVK,Phosphomevalonate kinase,28.3286,28.6018,28.0375,24.6351,26.4373,25.7352
Q15149,PLEC,Plectin,32.2792,32.0676,30.9823,31.1332,32.2285,32.2036
Q15154,PCM1,Pericentriolar material 1 protein,31.7378,31.2441,31.3473,30.339,31.367,31.2711
Q15155,NOMO1,Nodal modulator 1,30.7298,30.7168,30.7496,31.4303,31.8547,31.3976
Q15165,PON2,Serum paraoxonase/arylesterase 2,31.0576,30.9946,30.9435,30.9718,30.9669,30.9513
Q15166,PON3,Serum paraoxonase/lactonase 3,25.8573,25.9447,26.2031,26.6989,26.3571,26.2337
Q15181,PPA1,Inorganic pyrophosphatase,33.9461,34.114,34.1504,31.5301,31.5989,31.5271
Q15185,PTGES3,Prostaglandin E synthase 3,33.2648,33.1202,32.9167,30.7039,31.617,31.3104
Q15233,NONO,Non-POU domain-containing octamer-binding protein,36.4512,36.4728,36.4382,36.4767,36.7746,36.7655
Q15257,PTPA,Serine/threonine-protein phosphatase 2A activator,28.6216,28.7001,28.9082,25.1832,25.5239,25.5143
Q15262,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,28.8788,29.1493,28.5949,28.9527,29.7392,29.7438
Q15274,QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],33.0393,33.141,33.0908,31.0169,31.5559,31.1788
Q15276,RABEP1,Rab GTPase-binding effector protein 1,24.6658,25.5773,25.4429,24.828,23.3132,23.9032
Q15286,RAB35,Ras-related protein Rab-35,27.0676,27.444,27.6813,25.7822,28.6924,28.4843
Q15287,RNPS1,RNA-binding protein with serine-rich domain 1,34.0371,33.9782,34.0634,33.9469,34.0801,34.0678
Q15291,RBBP5,Retinoblastoma-binding protein 5,29.699,29.6415,29.5421,30.4419,30.2703,30.3318
Q15293,RCN1,Reticulocalbin-1,30.9615,30.939,31.2252,30.5965,30.4522,31.2619
Q15345,LRRC41,Leucine-rich repeat-containing protein 41,29.9781,29.995,30.4467,26.8832,28.2073,28.4242
Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,26.3026,26.5051,26.1014,26.5957,27.2027,25.1771
Q15365,PCBP1,Poly(rC)-binding protein 1,36.4382,36.4365,36.4554,35.014,35.2788,35.1662
Q15366,PCBP2,Poly(rC)-binding protein 2,33.5966,33.5461,33.6555,32.7027,32.6929,32.6361
Q15369,ELOC,Elongin-C,31.1155,31.0846,31.029,29.9719,29.9213,29.9733
Q15370,ELOB,Elongin-B,30.4234,30.4152,30.5648,29.2627,29.884,29.5553
Q15382,RHEB,GTP-binding protein Rheb,25.815,25.7004,26.2176,23.8862,23.5895,24.8223
Q15388,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,28.9028,29.8499,29.384,29.2366,29.6847,30.3028
Q15390,MTFR1,Mitochondrial fission regulator 1,30.9954,30.9978,31.1698,30.1266,30.6223,29.8171
Q15392,DHCR24,Delta(24)-sterol reductase,30.816,31.1298,30.3442,30.8867,31.1938,31.0872
Q15393,SF3B3,Splicing factor 3B subunit 3,32.006,32.085,31.9292,32.241,32.6416,32.2165
Q15397,PUM3,Pumilio homolog 3,29.3317,29.4381,29.1642,29.8649,30.8909,30.9653
Q15398,DLGAP5,Disks large-associated protein 5,25.0191,24.0174,25.1591,24.6748,23.8432,25.5979
Q15404,RSU1,Ras suppressor protein 1,28.8752,28.1339,28.9012,26.8701,27.0757,26.0437
Q15417,CNN3,Calponin-3,33.7561,33.9325,33.9487,31.5581,32.0699,32.0822
Q15418,RPS6KA1,Ribosomal protein S6 kinase alpha-1,28.9426,29.9294,29.4504,25.5468,24.2814,25.7513
Q15424,SAFB,Scaffold attachment factor B1,34.964,34.875,34.9332,34.2237,34.4727,34.6206
Q15427,SF3B4,Splicing factor 3B subunit 4,31.0856,31.3568,31.3914,31.222,31.3226,31.7812
Q15428,SF3A2,Splicing factor 3A subunit 2,33.318,33.3719,33.3681,33.4238,33.5613,33.688
Q15435,PPP1R7,Protein phosphatase 1 regulatory subunit 7,29.7006,29.8102,30.1431,27.0497,27.055,27.2473
Q15436,SEC23A,Protein transport protein Sec23A,32.769,33.007,32.843,31.977,32.2935,32.1606
Q15459,SF3A1,Splicing factor 3A subunit 1,34.3445,34.3802,34.2216,34.3681,34.4794,34.4831
Q15464,SHB,SH2 domain-containing adapter protein B,26.5794,26.7734,27.281,27.2388,27.011,27.8323
Q15493,RGN,Regucalcin,28.0826,28.5431,29.4201,25.3924,24.8722,25.4897
Q15526,SURF1,Surfeit locus protein 1,27.7236,26.5896,27.5124,26.8112,28.6953,29.3963
Q15528,MED22,Mediator of RNA polymerase II transcription subunit 22,28.4494,27.6886,27.7542,28.3742,28.5189,26.9401
Q15532,SS18,Protein SSXT,28.4562,27.7109,28.1449,27.8977,28.3475,28.515
Q15542,TAF5,Transcription initiation factor TFIID subunit 5,25.4068,26.3788,25.9237,24.4607,26.4149,26.2026
Q15545,TAF7,Transcription initiation factor TFIID subunit 7,26.0605,25.0198,26.4814,25.5811,24.3164,25.5066
Q15554,TERF2,Telomeric repeat-binding factor 2,28.4963,28.5022,28.3526,26.273,28.1934,27.9674
Q15555,MAPRE2,Microtubule-associated protein RP/EB family member 2,29.4579,29.5216,30.0004,25.1345,27.0532,27.0484
Q15599,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,30.8537,30.9218,30.8737,30.748,30.9232,31.0829
Q15629,TRAM1,Translocating chain-associated membrane protein 1,31.8294,31.7839,31.1715,31.9595,32.0161,32.1291
Q15631,TSN,Translin,31.6162,31.5366,31.7859,29.2548,29.7344,29.3121
Q15637,SF1,Splicing factor 1,35.2728,35.2169,35.1895,34.756,34.7455,34.9565
Q15642,TRIP10,Cdc42-interacting protein 4,29.084,29.6328,29.4327,24.9068,27.0443,25.9529
Q15643,TRIP11,Thyroid receptor-interacting protein 11,30.233,29.9707,29.9727,30.5228,30.4138,30.3085
Q15645,TRIP13,Pachytene checkpoint protein 2 homolog,24.3826,26.3151,26.6915,24.0029,25.2667,25.3204
Q15648,MED1,Mediator of RNA polymerase II transcription subunit 1,27.8412,27.4766,28.6521,29.3161,29.5038,28.4352
Q15649,ZNHIT3,Zinc finger HIT domain-containing protein 3,26.7153,23.202,25.0955,26.8929,26.1429,26.8155
Q15650,TRIP4,Activating signal cointegrator 1,27.4572,27.1254,29.3089,26.4885,29.1105,29.0663
Q15651,HMGN3,High mobility group nucleosome-binding domain-containing protein 3,28.9508,27.3421,28.7664,26.3103,27.4158,27.3011
Q15652,JMJD1C,Probable JmjC domain-containing histone demethylation protein 2C,27.5532,23.8513,24.5594,24.1685,26.494,26.6575
Q15691,MAPRE1,Microtubule-associated protein RP/EB family member 1,33.542,33.5544,33.7833,31.0673,31.6174,31.4109
Q15717,ELAVL1,ELAV-like protein 1,35.1778,35.1066,35.0363,35.2609,35.1778,35.3992
Q15723,ELF2,ETS-related transcription factor Elf-2,24.8571,25.3317,24.861,25.8938,25.983,24.2902
Q15738,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",33.3897,33.2983,33.2941,33.5646,33.5444,33.5597
Q15742,NAB2,NGFI-A-binding protein 2,26.1601,24.4115,25.0536,25.0575,25.854,25.3264
Q15746,MYLK,"Myosin light chain kinase, smooth muscle",31.4755,29.2033,29.7267,28.8894,29.2134,28.8628
Q15750,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,26.9288,23.9854,26.233,25.024,25.307,25.5447
Q15758,SLC1A5,Neutral amino acid transporter B(0),33.6219,33.5578,33.5398,34.219,34.1808,34.1753
Q15773,MLF2,Myeloid leukemia factor 2,27.7867,29.2558,27.8165,26.784,26.6345,26.7079
Q15776,ZKSCAN8,Zinc finger protein with KRAB and SCAN domains 8,28.1198,26.9978,26.2808,27.6421,27.3368,27.5112
Q15785,TOMM34,Mitochondrial import receptor subunit TOM34,32.8118,32.9481,32.7345,29.6604,30.8006,30.404
Q15796,SMAD2,Mothers against decapentaplegic homolog 2,27.9971,27.8177,27.393,26.1416,25.131,24.2968
Q15811,ITSN1,Intersectin-1,28.7876,29.0342,29.1046,27.2385,27.7489,27.2787
Q15813,TBCE,Tubulin-specific chaperone E,28.1866,28.7106,28.62,25.9611,24.3077,25.5456
Q15814,TBCC,Tubulin-specific chaperone C,27.0272,28.1676,28.236,25.6956,26.1195,25.8178
Q15819,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2,32.3608,32.5192,32.8137,28.791,28.7957,29.6402
Q15833,STXBP2,Syntaxin-binding protein 2,30.6632,30.6352,30.7232,27.4384,29.1305,29.0091
Q15836,VAMP3,Vesicle-associated membrane protein 3,33.4902,33.3494,33.257,32.8675,32.9444,32.8957
Q15843,NEDD8,NEDD8,31.3701,31.1668,31.9061,29.0476,29.1161,29.2494
Q15853,USF2,Upstream stimulatory factor 2,28.6968,28.3407,28.1393,28.751,28.7508,28.9266
Q15904,ATP6AP1,V-type proton ATPase subunit S1,28.917,28.8377,28.763,29.7902,29.8084,29.749
Q15906,VPS72,Vacuolar protein sorting-associated protein 72 homolog,28.4509,29.0446,28.0503,29.3045,28.9767,29.0918
Q15907,RAB11B,Ras-related protein Rab-11B,32.4265,32.4808,32.7367,33.1812,33.1131,32.6744
Q15942,ZYX,Zyxin,33.1667,33.3517,33.5186,30.6863,30.8561,30.5623
Q16134,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",26.1711,25.9373,24.3922,27.0875,30.3921,27.4957
Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1,31.7776,31.4775,31.5253,29.4696,30.7486,30.9678
Q16204,CCDC6,Coiled-coil domain-containing protein 6,31.2038,31.1852,31.3305,28.5432,28.0931,28.9013
Q16342,PDCD2,Programmed cell death protein 2,25.8366,23.4974,25.7715,25.9497,23.3397,24.4314
Q16401,PSMD5,26S proteasome non-ATPase regulatory subunit 5,29.3716,29.063,29.7575,23.7772,25.4063,26.6058
Q16512,PKN1,Serine/threonine-protein kinase N1,25.8678,25.7979,26.2087,24.8728,23.246,23.9513
Q16513,PKN2,Serine/threonine-protein kinase N2,29.1263,29.3724,28.783,27.8822,27.6643,28.1262
Q16514,TAF12,Transcription initiation factor TFIID subunit 12,28.5701,25.8223,26.9074,27.2388,27.091,26.5534
Q16531,DDB1,DNA damage-binding protein 1,31.4193,31.4526,31.6838,30.4701,31.1919,31.0496
Q16534,HLF,Hepatic leukemia factor,27.3064,27.3266,28.8054,28.5973,29.117,29.5179
Q16537,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,28.9053,29.6908,28.7119,24.478,28.1297,28.1558
Q16539,MAPK14,Mitogen-activated protein kinase 14,28.1384,28.3838,28.3373,22.9466,26.2482,25.548
Q16540,MRPL23,"39S ribosomal protein L23, mitochondrial",31.0371,31.105,31.0156,31.6097,31.4866,31.5854
Q16543,CDC37,Hsp90 co-chaperone Cdc37,33.3029,33.4786,33.483,31.3879,31.8238,31.5316
Q16555,DPYSL2,Dihydropyrimidinase-related protein 2,34.66,34.8762,34.991,31.6858,32.4949,32.2005
Q16576,RBBP7,Histone-binding protein RBBP7,30.4777,30.6264,30.7451,28.7302,29.5562,29.2625
Q16594,TAF9,Transcription initiation factor TFIID subunit 9,30.3728,30.5071,29.7592,30.0123,30.4242,29.9787
Q16595,FXN,"Frataxin, mitochondrial",29.7866,29.8884,30.1204,29.3878,28.8625,30.3251
Q16611,BAK1,Bcl-2 homologous antagonist/killer,25.0938,22.8504,24.2704,27.1827,24.689,26.4102
Q16625,OCLN,Occludin,30.0499,30.3169,30.1174,30.528,30.8676,31.0149
Q16626,MEA1,Male-enhanced antigen 1,26.7933,23.4691,26.1204,25.5408,24.4328,25.3896
Q16629,SRSF7,Serine/arginine-rich splicing factor 7,34.4083,34.2894,34.4332,34.2879,34.4253,34.4709
Q16630,CPSF6,Cleavage and polyadenylation specificity factor subunit 6,32.104,31.6839,31.7672,31.7594,31.7747,31.8117
Q16637,SMN1,Survival motor neuron protein,31.9171,32.0567,32.0419,30.7233,31.0174,31.0257
Q16643,DBN1,Drebrin,28.9779,29.042,29.2507,30.2684,30.284,30.5953
Q16656,NRF1,Nuclear respiratory factor 1,26.3173,26.8657,27.1786,26.553,26.3092,26.4117
Q16658,FSCN1,Fascin,31.2577,31.1086,31.3339,30.3591,30.7503,30.3116
Q16698,DECR1,"2,4-dienoyl-CoA reductase, mitochondrial",33.1264,32.9092,32.985,32.8591,32.9647,33.0567
Q16706,MAN2A1,Alpha-mannosidase 2,26.0113,27.902,27.7754,28.6202,27.9825,28.1591
Q16718,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,33.9982,34.0144,33.6765,33.9559,33.701,33.9265
Q16719,KYNU,Kynureninase,27.6553,28.1103,28.023,25.8309,23.2712,23.8998
Q16740,CLPP,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",32.3686,31.2799,32.1569,31.8432,32.4747,32.2794
Q16762,TST,Thiosulfate sulfurtransferase,33.4932,33.4962,33.6194,32.9824,33.2683,33.2196
Q16774,GUK1,Guanylate kinase,28.1436,28.1988,28.1326,28.1287,27.8596,27.953
Q16775,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",31.7394,32.0821,31.8786,30.8497,30.4238,30.8481
Q16777,HIST2H2AC,Histone H2A type 2-C,38.7293,38.8494,38.6776,38.4147,38.3286,38.6021
Q16790,CA9,Carbonic anhydrase 9,31.0378,31.0628,31.3605,28.5341,28.1738,29.1147
Q16795,NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",29.539,30.0283,29.2617,30.9764,30.7113,30.6108
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",36.1013,36.1643,36.0984,36.5983,36.7014,36.6019
Q16836,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",32.9856,32.995,32.8437,32.9509,33.373,33.1057
Q16850,CYP51A1,Lanosterol 14-alpha demethylase,30.5376,30.5525,30.3902,31.0515,30.8783,31.0153
Q16851,UGP2,UTP--glucose-1-phosphate uridylyltransferase,32.6954,32.524,32.8795,28.5113,29.0725,29.906
Q16854,DGUOK,"Deoxyguanosine kinase, mitochondrial",27.8212,25.5655,28.1349,28.3836,28.2034,27.5734
Q16864,ATP6V1F,V-type proton ATPase subunit F,24.0709,25.8543,24.4061,26.8755,23.2389,25.7843
Q16877,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",28.417,28.5742,27.9542,26.1495,24.1178,24.5247
Q16881,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",29.8685,29.7327,30.5884,27.0843,25.36,26.3445
Q16891,IMMT,MICOS complex subunit MIC60,35.3615,35.229,35.2272,35.3727,35.6219,35.6612
Q1ED39,KNOP1,Lysine-rich nucleolar protein 1,30.8345,30.8662,30.8024,30.6947,30.6346,31.0759
