ProteinID,Gene,Proximity_Shift_Score,p.value,adj.p.value,significance,significance_raw
P35270,SPR,-0.698246164,0.911658194,0.96609749,Not Significant,Not Significant
P78316,NOP14,0.111229491,0.913609968,0.96609749,Not Significant,Not Significant
Q08J23,NSUN2,-0.549208511,0.911490641,0.96609749,Not Significant,Not Significant
Q16775,HAGH,-0.254835781,0.914581059,0.96609749,Not Significant,Not Significant
Q6UN15,FIP1L1,-0.156580327,0.911873371,0.96609749,Not Significant,Not Significant
Q96I99,SUCLG2,0.031324651,0.915101745,0.96609749,Not Significant,Not Significant
Q99442,SEC62,0.223447706,0.914758685,0.96609749,Not Significant,Not Significant
Q9NQG5,RPRD1B,-0.104798687,0.9094068,0.96609749,Not Significant,Not Significant
Q9NVH1,DNAJC11,0.136922745,0.914798676,0.96609749,Not Significant,Not Significant
Q9P0J0,NDUFA13,0.103480708,0.909067943,0.96609749,Not Significant,Not Significant
Q9P2I0,CPSF2,0.224866524,0.91532248,0.96609749,Not Significant,Not Significant
Q9Y5K8,ATP6V1D,0.492905016,0.910620419,0.96609749,Not Significant,Not Significant
Q9Y676,MRPS18B,0.601104255,0.915068555,0.96609749,Not Significant,Not Significant
Q9Y6M5,SLC30A1,-0.891695387,0.913072969,0.96609749,Not Significant,Not Significant
P30040,ERP29,0.058724425,0.916572937,0.966558103,Not Significant,Not Significant
Q13501,SQSTM1,0.147732648,0.916674186,0.966558103,Not Significant,Not Significant
Q9P2T1,GMPR2,0.140279308,0.920872069,0.970499905,Not Significant,Not Significant
O43402,EMC8,0.07042111,0.924458213,0.971659156,Not Significant,Not Significant
O75683,SURF6,0.414028413,0.922530867,0.971659156,Not Significant,Not Significant
O75947,ATP5H,-0.04894267,0.926112633,0.971659156,Not Significant,Not Significant
P42704,LRPPRC,0.055120435,0.923661313,0.971659156,Not Significant,Not Significant
P43243,MATR3,-0.022956277,0.925443733,0.971659156,Not Significant,Not Significant
P55010,EIF5,0.100036011,0.924735914,0.971659156,Not Significant,Not Significant
Q16658,FSCN1,-0.061161743,0.925923044,0.971659156,Not Significant,Not Significant
Q7Z2W4,ZC3HAV1,0.074122115,0.924347389,0.971659156,Not Significant,Not Significant
Q9NPD3,EXOSC4,-0.105658732,0.924095938,0.971659156,Not Significant,Not Significant
P09234,SNRPC,-0.212626985,0.92822677,0.973156593,Not Significant,Not Significant
Q4G0N4,NADK2,-0.106207407,0.928461428,0.973156593,Not Significant,Not Significant
O43674,NDUFB5,0.162466794,0.931695215,0.973230133,Not Significant,Not Significant
P28482,MAPK1,-0.140982502,0.930600453,0.973230133,Not Significant,Not Significant
P51784,USP11,0.117758657,0.931140991,0.973230133,Not Significant,Not Significant
Q14690,PDCD11,-0.10817871,0.93054703,0.973230133,Not Significant,Not Significant
Q15102,PAFAH1B3,0.518750632,0.931372541,0.973230133,Not Significant,Not Significant
Q86SX6,GLRX5,0.176268742,0.931757258,0.973230133,Not Significant,Not Significant
Q96CW1,AP2M1,-0.101067321,0.929112898,0.973230133,Not Significant,Not Significant
Q13268,DHRS2,0.024412111,0.936202535,0.975461152,Not Significant,Not Significant
Q92552,MRPS27,-0.113367397,0.935773392,0.975461152,Not Significant,Not Significant
Q99598,TSNAX,-0.069891888,0.934535714,0.975461152,Not Significant,Not Significant
Q9BR76,CORO1B,0.059968802,0.936191988,0.975461152,Not Significant,Not Significant
Q9NUQ6,SPATS2L,0.121930737,0.935086461,0.975461152,Not Significant,Not Significant
P24534,EEF1B2,-0.025116926,0.937819091,0.976630688,Not Significant,Not Significant
Q8WUM0,NUP133,0.138291156,0.938249842,0.976630688,Not Significant,Not Significant
P07900,HSP90AA1,-0.065655036,0.939761599,0.977392991,Not Significant,Not Significant
Q6UW68,TMEM205,0.852207792,0.939907749,0.977392991,Not Significant,Not Significant
P38117,ETFB,-0.02333607,0.941560615,0.978148558,Not Significant,Not Significant
Q9UKV3,ACIN1,-0.024377102,0.941387646,0.978148558,Not Significant,Not Significant
P52292,KPNA2,0.124943724,0.943758949,0.978831102,Not Significant,Not Significant
P68431,HIST1H3A,-0.02440734,0.944534936,0.978831102,Not Significant,Not Significant
Q01469,FABP5,0.706688432,0.942939328,0.978831102,Not Significant,Not Significant
Q14166,TTLL12,0.636353488,0.94444303,0.978831102,Not Significant,Not Significant
Q9NYF8,BCLAF1,-0.036938813,0.943729404,0.978831102,Not Significant,Not Significant
P51570,GALK1,-0.168408733,0.945961339,0.979662809,Not Significant,Not Significant
Q8N4T8,CBR4,-0.395003555,0.946265213,0.979662809,Not Significant,Not Significant
O43765,SGTA,-0.55177181,0.950420854,0.98074246,Not Significant,Not Significant
P00441,SOD1,0.383336541,0.950651358,0.98074246,Not Significant,Not Significant
P09132,SRP19,0.133270333,0.951149017,0.98074246,Not Significant,Not Significant
P55196,AFDN,-0.035051459,0.949701999,0.98074246,Not Significant,Not Significant
P61247,RPS3A,0.011180448,0.948032423,0.98074246,Not Significant,Not Significant
P63220,RPS21,0.065900993,0.951487358,0.98074246,Not Significant,Not Significant
Q00688,FKBP3,0.193547601,0.950607929,0.98074246,Not Significant,Not Significant
Q15629,TRAM1,0.018244034,0.949764249,0.98074246,Not Significant,Not Significant
Q9NX46,ADPRHL2,0.046120349,0.948517082,0.98074246,Not Significant,Not Significant
P55084,HADHB,-0.067056899,0.952787258,0.981603263,Not Significant,Not Significant
O75367,H2AFY,0.015578441,0.953894067,0.982235462,Not Significant,Not Significant
Q6P2E9,EDC4,-0.188332167,0.954786929,0.982235462,Not Significant,Not Significant
Q9H773,DCTPP1,-0.521384507,0.954796119,0.982235462,Not Significant,Not Significant
Q9NRX4,PHPT1,0.321880271,0.955784776,0.98277383,Not Significant,Not Significant
Q14694,USP10,-0.46112495,0.957226741,0.983777556,Not Significant,Not Significant
Q99798,ACO2,0.012944317,0.958380976,0.984484738,Not Significant,Not Significant
Q9H7H0,METTL17,-0.043712817,0.959012225,0.984654263,Not Significant,Not Significant
Q14254,FLOT2,0.108818678,0.959518548,0.984695419,Not Significant,Not Significant
Q07812,BAX,-0.065447901,0.962307199,0.987077613,Not Significant,Not Significant
Q8IZP0,ABI1,-0.263221957,0.962861438,0.987166678,Not Significant,Not Significant
Q86YH6,PDSS2,0.080544056,0.963773379,0.987622211,Not Significant,Not Significant
P62258,YWHAE,0.118814742,0.964822109,0.987738388,Not Significant,Not Significant
Q15393,SF3B3,0.012593461,0.964776563,0.987738388,Not Significant,Not Significant
O43148,RNMT,-0.092641749,0.965974974,0.988439508,Not Significant,Not Significant
O75153,CLUH,0.105419109,0.970156832,0.989332307,Not Significant,Not Significant
P50552,VASP,0.580783731,0.970848098,0.989332307,Not Significant,Not Significant
P61964,WDR5,0.013753906,0.970620891,0.989332307,Not Significant,Not Significant
P62879,GNB2,0.049355244,0.968124208,0.989332307,Not Significant,Not Significant
Q14839,CHD4,0.100214527,0.971063386,0.989332307,Not Significant,Not Significant
Q16706,MAN2A1,-0.040930015,0.970817787,0.989332307,Not Significant,Not Significant
Q93099,HGD,0.149153703,0.970191935,0.989332307,Not Significant,Not Significant
Q9UNF1,MAGED2,-0.065978785,0.968524461,0.989332307,Not Significant,Not Significant
Q9Y2Q3,GSTK1,0.113444368,0.969071739,0.989332307,Not Significant,Not Significant
P00338,LDHA,-0.061591178,0.972577896,0.990397549,Not Significant,Not Significant
Q6YN16,HSDL2,0.04844107,0.973364705,0.990721088,Not Significant,Not Significant
O60343,TBC1D4,-0.046312605,0.976916349,0.991729616,Not Significant,Not Significant
O75439,PMPCB,-0.013083054,0.977278064,0.991729616,Not Significant,Not Significant
P25786,PSMA1,0.049576839,0.977234961,0.991729616,Not Significant,Not Significant
P61160,ACTR2,-0.084969299,0.977642548,0.991729616,Not Significant,Not Significant
Q10570,CPSF1,0.03850352,0.975480101,0.991729616,Not Significant,Not Significant
Q7Z4W1,DCXR,-0.00571158,0.976732459,0.991729616,Not Significant,Not Significant
Q92747,ARPC1A,-0.038294473,0.977117511,0.991729616,Not Significant,Not Significant
Q96C23,GALM,-0.137332717,0.978967884,0.992121004,Not Significant,Not Significant
Q9UQN3,CHMP2B,0.094733701,0.978715649,0.992121004,Not Significant,Not Significant
P55769,SNU13,-0.005869674,0.980049279,0.992740564,Not Significant,Not Significant
P08069,IGF1R,-0.049575522,0.981259687,0.993490153,Not Significant,Not Significant
O60763,USO1,0.017013158,0.983828555,0.99466056,Not Significant,Not Significant
P09496,CLTA,-0.119734366,0.983641584,0.99466056,Not Significant,Not Significant
P59998,ARPC4,0.011834849,0.98311334,0.99466056,Not Significant,Not Significant
P62244,RPS15A,-0.009377705,0.984803362,0.994693783,Not Significant,Not Significant
Q99447,PCYT2,0.043326312,0.984649151,0.994693783,Not Significant,Not Significant
Q04760,GLO1,0.103748774,0.98662087,0.995577295,Not Significant,Not Significant
Q9P2E9,RRBP1,0.010353162,0.98638091,0.995577295,Not Significant,Not Significant
O14579,COPE,0.018089189,0.988451597,0.995783985,Not Significant,Not Significant
P30044,PRDX5,0.025676287,0.988711656,0.995783985,Not Significant,Not Significant
Q13084,MRPL28,0.029131141,0.987384401,0.995783985,Not Significant,Not Significant
Q92804,TAF15,0.008703777,0.98842679,0.995783985,Not Significant,Not Significant
Q9UJU6,DBNL,-0.010469298,0.989873206,0.996478652,Not Significant,Not Significant
Q01844,EWSR1,0.00960037,0.990504492,0.996639108,Not Significant,Not Significant
Q96MU7,YTHDC1,-0.012545605,0.992772243,0.997970004,Not Significant,Not Significant
Q9P035,HACD3,-0.060764083,0.992763727,0.997970004,Not Significant,Not Significant
P32969,RPL9,-0.003474136,0.993405613,0.998131615,Not Significant,Not Significant
Q13907,IDI1,-0.017217289,0.994464164,0.998720073,Not Significant,Not Significant
P00390,GSR,0.016792732,0.996406047,0.999696219,Not Significant,Not Significant
P13995,MTHFD2,-0.006300366,0.998348197,0.999696219,Not Significant,Not Significant
Q08211,DHX9,-0.000311247,0.998162225,0.999696219,Not Significant,Not Significant
Q13573,SNW1,0.001865635,0.999222878,0.999696219,Not Significant,Not Significant
Q14137,BOP1,0.003860361,0.996972758,0.999696219,Not Significant,Not Significant
Q7Z7K0,CMC1,-0.001759722,0.997602687,0.999696219,Not Significant,Not Significant
Q8IWX8,CHERP,0.004732954,0.997500946,0.999696219,Not Significant,Not Significant
Q9UPN3,MACF1,-0.003062024,0.99895298,0.999696219,Not Significant,Not Significant
Q5ST30,VARS2,-0.001358604,0.999861139,0.999861139,Not Significant,Not Significant
